name,address,website,phone_number,reviews_count,reviews_average,place_type,opens_atسوق مركز كركوك الشعبي,مركز المدينة، 12 جسر مشاة الشهداء، كركوك،,,,113.0,4.1,سوق, · يغلق عند الساعة ٧ م
Bano fashion,جوت قهوة عمارة الكبير، كركوك، كركوك محافظة، 36001,m.facebook.com,0770 517 8202,4.0,4.5,متجر ملابس,مفتوح · يغلق عند الساعة ٧ م,None Found
ازياء استبرق,مجاور مطعم خطار / كوزمتك وليد، شارع القدس، كركوك، كركوك محافظة,facebook.com,0772 215 9095,4.0,2.8,متجر ملابس,مغلق · يفتح عند الساعة ١ م,None Found
Putik Piano,"F96M+QMW, Shari Al Malik Ghazi, كركوك، كركوك محافظة",,0770 787 8120,8.0,5.0,متجر الملابس, · يغلق عند الساعة ٧ م,None Found
Putik Piano,"F96M+QMW, Shari Al Malik Ghazi, كركوك، كركوك محافظة",,0770 787 8120,8.0,5.0,متجر الملابس, · يغلق عند الساعة ٧ م,None Found
Ibo fashion kirkuk,F95J+GH3، كركوك، كركوك محافظة,,0772 135 7565,2.0,5.0,متجر ملابس,,None Found
كاردينيا للالبسة الرجالية Gardenia كركوك,F94J+GQ9، كركوك، كركوك محافظة,,,2.0,5.0,متجر ملابس رجالي, · يغلق عند الساعة ١١ م,None Found
كاردينيا للالبسة الرجالية Gardenia كركوك,F94J+GQ9، كركوك، كركوك محافظة,,,2.0,5.0,متجر ملابس رجالي, · يغلق عند الساعة ١١ م,None Found
BEYRUT FASHION,F99W+23V، Sok alkber، كركوك، كركوك محافظة,,,,,متجر ملابس,,None Found
مجمع خالد كركوكلي,F99X+55M خان كبير، كركوك، كركوك محافظة,facebook.com,0770 132 0175,5.0,4.2,متجر ملابس, · يغلق عند الساعة ٦ م,None Found
Mahmood للألبسة الرجالية,F9FP+98Q، شارع الجمهورية، كركوك، كركوك محافظة,,,2.0,5.0,متجر ملابس, · يغلق عند الساعة ٨:٣٠ م,None Found
Mahmood للألبسة الرجالية,F9FP+98Q، شارع الجمهورية، كركوك، كركوك محافظة,,,2.0,5.0,متجر ملابس, · يغلق عند الساعة ٨:٣٠ م,None Found
Adidas,مول اوف، شارع محافظة، كركوك، كركوك محافظة، 11344,,,2.0,5.0,متجر ملابس, · يغلق عند الساعة ١٢ ص,None Found
ازياء ال براك,"F98H+MX2, Kirkuk, Kirkuk Governorate",,,1.0,5.0,متجر ملابس,,None Found
كركوك ستي مول,F9CM+GQF، شارع الجمهورية، كركوك، كركوك محافظة,,,133.0,3.8,مركز تسوق, · يغلق عند الساعة ٧ م,None Found
STAR,F9CM+7FC، شارع الجمهورية، كركوك، كركوك محافظة,,,4.0,4.3,متجر ملابس,,None Found
نور بيبي كركوك,"Kirdar Hani, Kirkuk, Kirkuk Governorate",,0771 589 2498,1.0,5.0,متجر ملابس,,None Found
أزياء أثير,شارع الجمهورية، كركوك، العراق عمارة السعادة، الطابق الاول,mobile.facebook.com,,2.0,3.0,متجر ملابس, · يغلق عند الساعة ٨:٣٠ م,None Found
Fadak Fashion,F9CM+GMX، كركوك، كركوك محافظة,,0770 290 7110,1.0,1.0,متجر ملابس, · يغلق عند الساعة ٧ م,None Found
Fadak Fashion,F9CM+GMX، كركوك، كركوك محافظة,,0770 290 7110,1.0,1.0,متجر ملابس, · يغلق عند الساعة ٧ م,None Found
Ceyran Fashion,شارع الجمهورية، كركوك، كركوك محافظة، 36001,instagram.com,0770 099 5487,,,متجر ملابس رجالي, · يغلق عند الساعة ٨ م,None Found
باله اوربيه و امزونيات,"F98H+MX2, Kirkuk, Kirkuk Governorate",,,,,متجر ملابس,,None Found
Niu luk,F9CM+7FC، شارع الجمهورية، كركوك، كركوك محافظة,,,2.0,3.5,متجر ملابس,,None Found
لندن,"HC5F+HFV, Salim Street, Sulaymaniyah, Sulaymaniyah Governorate",,053 320 5966,22.0,4.0,متجر ملابس, · يغلق عند الساعة ١٢ ص,None Found
XX TNT,F9FP+762، شارع الجمهورية، كركوك،، كركوك،، كركوك,,0770 616 8502,2.0,5.0,متجر ملابس, · يغلق عند الساعة ٩ م,None Found
XX TNT,F9FP+762، شارع الجمهورية، كركوك،، كركوك،، كركوك,,0770 616 8502,2.0,5.0,متجر ملابس, · يغلق عند الساعة ٩ م,None Found
بارش عرائس,بولاغ كركوك 1، 00964,,0770 129 9035,1.0,5.0,متجر الملابس, · يغلق عند الساعة ٦ م,None Found
اسوق كواكب,F979+6JQ، كركوك، كركوك محافظة,,,15.0,3.9,متجر ملابس,,None Found
Trend.fashion,F9CM+HPM، كركوك، كركوك محافظة,,0772 963 7823,2.0,5.0,متجر ملابس,,None Found
بارش عرائس,بولاغ كركوك 1، 00964,,0770 129 9035,1.0,5.0,متجر الملابس, · يغلق عند الساعة ٦ م,None Found
اسوق كواكب,F979+6JQ، كركوك، كركوك محافظة,,,15.0,3.9,متجر ملابس,,None Found
SHEEK للالبسة الرجالة,F9CM+7C9، شارع الجمهورية، كركوك، كركوك محافظة,,,2.0,4.5,متجر ملابس رجالي,,None Found
Midanko fashion,"C9GH+W7P, Kirkuk, Kirkuk Governorate",,,,,متجر الملابس, · يغلق عند الساعة ٩:٣٠ م,None Found
Hawkar Top clothing market,"30m St, Sulaymaniyah, Kurdistan",facebook.com,0770 920 1510,6.0,3.8,متجر ملابس, · يغلق عند الساعة ١١:٣٠ م,None Found
ازياء ناصرية,"F99Q+GF6, Atlas St, Kirkuk, Kirkuk Governorate",,0775 215 0288,,,متجر ملابس,,None Found
ازياء ناصرية,"F99Q+GF6, Atlas St, Kirkuk, Kirkuk Governorate",,0775 215 0288,,,متجر ملابس,,None Found
Ayoub Moda,F99M+X4J، شارع الجمهورية، كركوك، كركوك محافظة,,,,,متجر ملابس,,None Found
سوق الباله في كركوك,"F98H+MX2, Kirkuk, Kirkuk Governorate",,,2.0,5.0,متجر ملابس حريمي,,None Found
OudElite,العراق - كركوك - شارع المحافظه F95J+4J كركوك،، كركوك,oudelite.com,+966 800 122 0066,75.0,3.9,متجر عطور,,None Found
Nor bride,F95J+PV3، شارع محافظة، كركوك، كركوك محافظة,,0770 707 3040,2.0,4.0,متجر ملابس حريمي, · يغلق عند الساعة ١٠ م,None Found
سوق القورية القديم,"F9CJ+FM7, Kirkuk, Kirkuk Governorate",,,44.0,4.2,مركز تسوق, · يغلق عند الساعة ١٠ م,None Found
سوق القورية القديم,"F9CJ+FM7, Kirkuk, Kirkuk Governorate",,,44.0,4.2,مركز تسوق, · يغلق عند الساعة ١٠ م,None Found
ازياء عبودي البغدادي,F95J+3RX، طريق بغداد، كركوك، كركوك محافظة,,,2.0,5.0,متجر ملابس رجالي,,None Found
ازياء عبودي البغدادي,F95J+3RX، طريق بغداد، كركوك، كركوك محافظة,,,2.0,5.0,متجر ملابس رجالي,,None Found
ملابس رجاليه شبابيه,F99J+MWP، شارع الجمهورية، كركوك،، كركوك,,,1.0,5.0,متجر ملابس,,None Found
البسة رجالية 3f_fashion,F9FP+2F5، كركوك، كركوك محافظة,,,1.0,5.0,متجر ملابس,,None Found
ازياء قرش,F95J+5M3، كركوك، كركوك محافظة,,,,,متجر ملابس,,None Found
ازياء و كماليات بيروت,"F9GP+29G, Kirkuk, Kirkuk Governorate",,,1.0,5.0,متجر ملابس,,None Found
زهرة الخليج فرع شارع القدس,C9VG+6Q9، شارع القدس، كركوك،، كركوك,,0771 558 4633,3.0,5.0,متجر ملابس حريمي, · يغلق عند الساعة ١٠:٣٢ م,None Found
زهرة الخليج فرع شارع القدس,C9VG+6Q9، شارع القدس، كركوك،، كركوك,,0771 558 4633,3.0,5.0,متجر ملابس حريمي, · يغلق عند الساعة ١٠:٣٢ م,None Found
سوق مركز كركوك الشعبي,مركز المدينة، 12 جسر مشاة الشهداء، كركوك،,,,113.0,4.1,سوق, · يغلق عند الساعة ٧ م,None Found
محل ملابس رجاليه,"F99Q+CHP, Kirkuk, Kirkuk Governorate",,,,,متجر ملابس,,None Found
ماجدی مۆڵ,"Sulaimani - Kirkuk Rd, Sulaymaniyah, Sulaymaniyah Governorate",majidimall.com,0770 093 0500,6848.0,4.3,مركز تسوق, · يغلق عند الساعة ١٢ ص,None Found
ماجدی مۆڵ,"Sulaimani - Kirkuk Rd, Sulaymaniyah, Sulaymaniyah Governorate",majidimall.com,0770 093 0500,6848.0,4.3,مركز تسوق, · يغلق عند الساعة ١٢ ص,None Found
ازياء كوزال قز,F95J+PJ9، شارع المحافظة ، كركوك،، كركوك,,0770 665 3377,2.0,5.0,متجر ملابس,,None Found
أزياء Asiye,شارع المجيدية، كركوك، كركوك محافظة,,,1.0,5.0,متجر ملابس,,None Found
البسه يوسف,"F99Q+F4H, Kirkuk, Kirkuk Governorate",,0771 066 0537,,,متجر ملابس رجالي,,None Found
البسه محمد,F9GC+P7V، كركوك، كركوك محافظة,,0770 218 7077,2.0,4.0,متجر ملابس, · يفتح عند الساعة ٤ م,None Found
السوق الاوربي كركوك,شارع الكورنيش، كركوك، كركوك محافظة، 34000,,0770 105 9303,,,متجر ملابس حريمي,,None Found
حكاية طفل,F95P+WW2، كركوك، كركوك محافظة,,0773 344 5454,1.0,5.0,متجر ملابس, · يغلق عند الساعة ١٠ م,None Found
سنتر الميناء الرياضية,رأس الجسر، كركوك، 00964,,0771 641 8909,4.0,4.0,متجر ملابس رياضية, · يغلق عند الساعة ٨ م,None Found
سنتر الميناء الرياضية,رأس الجسر، كركوك، 00964,,0771 641 8909,4.0,4.0,متجر ملابس رياضية, · يغلق عند الساعة ٨ م,None Found
البسة VL الرجالية,"F99M+PV8, Atlas St, Kirkuk, Kirkuk Governorate",,,1.0,3.0,متجر ملابس,,None Found
Istinye Giyim,"Abu Hanifa Binasi, Kirkuk, Kirkuk Governorate",,0770 219 8093,,,متجر ملابس,,None Found
Istinye Giyim,"Abu Hanifa Binasi, Kirkuk, Kirkuk Governorate",,0770 219 8093,,,متجر ملابس,,None Found
abrade To Military clothing,"F99M+JGJ, Unnamed Road, Kirkuk",,0770 129 9276,,,متجر ملابس,,None Found
الالبسه ميدانكو,"F9FP+755, Kirkuk, Kirkuk Governorate",,,1.0,5.0,محل لملابس السهرة للرجال,,None Found
الالبسه ميدانكو,"F9FP+755, Kirkuk, Kirkuk Governorate",,,1.0,5.0,محل لملابس السهرة للرجال,,None Found
الالبسه ميدانكو,"F9FP+755, Kirkuk, Kirkuk Governorate",,,1.0,5.0,محل لملابس السهرة للرجال,,None Found
الالبسه ميدانكو,"F9FP+755, Kirkuk, Kirkuk Governorate",,,1.0,5.0,محل لملابس السهرة للرجال,,None Found
المتوكل للتسوق المنزلي فرع شارع الاحتفالات,C9H7+5MR، كركوك، كركوك محافظة,,,243.0,4.0,سوبرماركت, · يغلق عند الساعة ١٠ م,None Found
المتوكل للتسوق المنزلي فرع شارع الاحتفالات,C9H7+5MR، كركوك، كركوك محافظة,,,243.0,4.0,سوبرماركت, · يغلق عند الساعة ١٠ م,None Found
المتوكل للتسوق المنزلي فرع شارع الاحتفالات,C9H7+5MR، كركوك، كركوك محافظة,,,243.0,4.0,سوبرماركت, · يغلق عند الساعة ١٠ م,None Found
المتوكل للتسوق المنزلي فرع شارع الاحتفالات,C9H7+5MR، كركوك، كركوك محافظة,,,243.0,4.0,سوبرماركت, · يغلق عند الساعة ١٠ م,None Found
مول زانا و توانا,"F98H+MX2, Kirkuk, Kirkuk Governorate",,,,,متجر ملابس,,None Found
مول زانا و توانا,"F98H+MX2, Kirkuk, Kirkuk Governorate",,,,,متجر ملابس,,None Found
كلشي 12000 & 15000,F99M+X4J، شارع الجمهورية، كركوك، كركوك محافظة,,0770 686 8084,,,متجر ملابس, · يغلق عند الساعة ٨ م,None Found
كماليات حاج احمد للملابس الرجالية,F9CM+RVR، شارع الجمهورية، كركوك، كركوك محافظة,,0770 135 9346,2.0,3.0,متجر ملابس, · يفتح عند الساعة ٢ م,None Found
نينا مودا للعرايس,F95J+HPR، كركوك، كركوك محافظة,,,,,متجر ملابس, · يغلق عند الساعة ١١:٣٠ م,None Found
نينا مودا للعرايس,F95J+HPR، كركوك، كركوك محافظة,,,,,متجر ملابس, · يغلق عند الساعة ١١:٣٠ م,None Found
كماليات ماهر,"F9FP+V32, Kirkuk, Kirkuk Governorate",,,1.0,5.0,متجر ملابس,,None Found
كماليات ماهر,"F9FP+V32, Kirkuk, Kirkuk Governorate",,,1.0,5.0,متجر ملابس,,None Found
Arjan_moda,"F98H+MX2, Kirkuk, Kirkuk Governorate",,,,,متجر ملابس,,None Found
Arjan_moda,"F98H+MX2, Kirkuk, Kirkuk Governorate",,,,,متجر ملابس,,None Found
اسواق صبري لخياطة البجامة المشكوكة,"F98H+MX2, Kirkuk, Kirkuk Governorate",,,,,خدمة تأجير ملابس,,None Found
اسواق صبري لخياطة البجامة المشكوكة,"F98H+MX2, Kirkuk, Kirkuk Governorate",,,,,خدمة تأجير ملابس,,None Found
BOUTIQUE LOREAL,F9G9+445، كركوك، كركوك محافظة,,0770 133 4944,2.0,3.0,بوتيك,,None Found
BOUTIQUE LOREAL,F9G9+445، كركوك، كركوك محافظة,,0770 133 4944,2.0,3.0,بوتيك,,None Found
بوليفارد كركوك,C9VJ+Q59، كركوك، كركوك محافظة,m.facebook.com,,589.0,4.0,مركز تسوق, · يغلق عند الساعة ١٢ ص
مجمع مول كركوك,36001 شارع محافظة، كركوك، كركوك محافظة,mallofkirkuk.com,,1241.0,4.1,مركز تسوق, · يغلق عند الساعة ١٢ ص
Shopping Shop,"Bahu Street, Kirkuk, Kirkuk Governorate",shoppingshop.com,0772 334 1881,1.0,5.0,متجر ملابس, · يغلق عند الساعة ١١ م
Prime Store,"Frya Mall 2nd Floor, Al-Jumhurya Street, Kirkuk, Kirkuk Governorate, 66001",,0780 071 5145,34.0,4.9,متجر أجهزة إلكترونية, · يغلق عند الساعة ٧ م
كركوك ستي مول,F9CM+GQF، شارع الجمهورية، كركوك، كركوك محافظة,,,133.0,3.8,مركز تسوق, · يغلق عند الساعة ٧ م
OUTDOOR COMMUNITY,"OLD GOVERNORATE STREET, Province St, Kirkuk, Kirkuk Governorate, 36006",outdoor-community.net,0783 491 0797,90.0,4.1,سوق ملابس, · يغلق عند الساعة ١١ م
Miniso Kirkuk,F95J+3MP، كركوك، كركوك محافظة,facebook.com,,24.0,4.6,سوق,
Master Store Kirkuk -Apple Premium Reseller & Authorised Service Provider,kirkuk mall، كركوك، كركوك محافظة، 36001,masterstoreiq.com,0772 618 0662,6.0,4.3,متجر إصلاح هواتف الجوّال, · يغلق عند الساعة ١ ص
ماکسي مول,F95J+9HM، طريق بغداد، كركوك، كركوك محافظة,paulmark.com.tr,0771 691 0226,158.0,3.8,متجر الملابس, · يغلق عند الساعة ١١ م
عالم التراكسوت,"Abu Hanifa Binasi, Kirkuk, Kirkuk Governorate",,,2.0,4.0,متجر ملابس,
Anka mall,C9RH+F8J، طريق بغداد، كركوك،، كركوك,,0770 823 2368,50.0,3.5,متجر ملابس, · يغلق عند الساعة ١٠ م
المتوكل للتسوق المنزلي فرع شارع الاحتفالات,C9H7+5MR، كركوك، كركوك محافظة,,,243.0,4.0,سوبرماركت, · يغلق عند الساعة ١٠ م
Xiaomi Store,شارع محافظة، كركوك، 1، 36001,m.facebook.com,0770 488 5668,11.0,4.5,متجر, · يغلق عند الساعة ١٢ ص
ankido انكيدو,C9PH+F5G، طريق بغداد، كركوك، كركوك محافظة,ankidouomo.com,,13.0,4.7,متجر ملابس رجالي, · يغلق عند الساعة ١١ م
سنتروم مول كركوك,F9GQ+CJ7، كركوك، كركوك محافظة,,,359.0,3.8,مركز تسوق, · يغلق عند الساعة ١٠ م
سنتروم مول كركوك,F9GQ+CJ7، كركوك، كركوك محافظة,,,359.0,3.8,مركز تسوق, · يغلق عند الساعة ١٠ م
LANDMARKKIRKUK,F92P+JMF، شارع الكورنيش، كركوك، كركوك محافظة,,0751 104 9454,1.0,5.0,متجر ملابس,
Zühre Kerkük,"F9JJ+485, Kirkuk, Kirkuk Governorate",,0770 937 3475,5.0,5.0,متجر ملابس, · يغلق عند الساعة ١٠ م
سوق مركز كركوك الشعبي,مركز المدينة، 12 جسر مشاة الشهداء، كركوك،,,,113.0,4.1,سوق, · يغلق عند الساعة ٧ م
Defacto,"F94H+FGR, كركوك،،, Kirkuk",instagram.com,,6.0,3.5,متجر ملابس, · يغلق عند الساعة ١١ م
جبال زون - كركوك,شارع الجمهورية، كركوك، كركوك محافظة,jibalzone.com,0780 926 8620,34.0,4.0,متجر أجهزة إلكترونية, · يغلق عند الساعة ٦ م
مافي مول,C9WJ+P9H، طريق بغداد، كركوك، كركوك محافظة,,,13.0,4.2,هيئة الإسكان,
OudElite,العراق - كركوك - شارع المحافظه F95J+4J كركوك،، كركوك,oudelite.com,+966 800 122 0066,75.0,3.9,متجر عطور,
ماجدی مۆڵ,"Sulaimani - Kirkuk Rd, Sulaymaniyah, Sulaymaniyah Governorate",majidimall.com,0770 093 0500,6848.0,4.3,مركز تسوق, · يغلق عند الساعة ١٢ ص
كركوك مول,"F95V+XGP, Kirkuk, Kirkuk Governorate",,,,,سوق,
كركوك طريق بغداد,M39C+9RV، طريق بغداد، كركوك، كركوك محافظة,,,9.0,4.3,مركز تسوق,
كركوك طريق بغداد,M39C+9RV، طريق بغداد، كركوك، كركوك محافظة,,,9.0,4.3,مركز تسوق,
IBOOK Store,Mall of، شارع محافظة، كركوك، كركوك محافظة,,0772 374 6916,8.0,4.3,متجر كتب, · يغلق عند الساعة ١٢ ص
King_berets,"F98H+MX2, Kirkuk, Kirkuk Governorate",,0770 900 0515,,,متجر ملابس, · يغلق عند الساعة ١٠ م
اي مارت ماركت,"CCM5+MV7, Kirkuk, Kirkuk Governorate",,,6.0,3.8,سوبرماركت,
Hemn phone,سوق، كركوك، كركوك محافظة، 36001,facebook.com,0770 111 3034,8.0,5.0,متجر هواتف جوالة, · يغلق عند الساعة ١٠ م
Hemn phone,سوق، كركوك، كركوك محافظة، 36001,facebook.com,0770 111 3034,8.0,5.0,متجر هواتف جوالة, · يغلق عند الساعة ١٠ م
شركة نوا للاتصالات - Nawa Co Telecom,مقابيل مجمع اليرموك، شارع الجمهورية، كركوك، كركوك محافظة، 36001,facebook.com,0770 353 5358,448.0,4.1,شركة هواتف, · يغلق عند الساعة ٧ م
محافظة,الشارع العام، كركوك، كركوك محافظة,,,5.0,3.8,سوبرماركت,
أبو أيوب ألماني abu ayub germany,F9RR+M57، رحيماوه،، كركوك محافظة,,0770 134 9196,79.0,3.7,متجر أجهزة إلكترونية, · يغلق عند الساعة ٩ م
سنتر احمد,"مقابل جامع شهداء, Kirkuk, Kirkuk Governorate",,0770 909 1210,11.0,4.6,متجر, · يفتح عند الساعة ٢ م
اسبريسو كركوك,منطقة قوريه مقابل تكية او مقبرة سيد علاوي، كركوك، كركوك محافظة، 36001,instagram.com,0770 566 2626,2.0,4.0,متجر القهوة, · يغلق عند الساعة ٩ م
اسبريسو كركوك,منطقة قوريه مقابل تكية او مقبرة سيد علاوي، كركوك، كركوك محافظة، 36001,instagram.com,0770 566 2626,2.0,4.0,متجر القهوة, · يغلق عند الساعة ٩ م
Liqui Moly /kirkuk. وكالة كركوك لوكي مولي,شارع الثورة مقابل مستشفى كركوك العام KKIRKUK IRAQ,,0770 132 2412,12.0,3.6,سوق سيارات, · يغلق عند الساعة ٥ م
هبة للحاسبات,كركوك،، F9FP+22W، كركوك،,,0770 102 6959,40.0,3.8,متجر أجهزة كمبيوتر, · يغلق عند الساعة ٨:٣٠ م
امزون بيلا كركوك,"F98H+MX2, Kirkuk, Kirkuk Governorate",,0772 554 4660,,,متجر,
Ibo fashion kirkuk,F95J+GH3، كركوك، كركوك محافظة,,0772 135 7565,2.0,5.0,متجر ملابس,
Ibo fashion kirkuk,F95J+GH3، كركوك، كركوك محافظة,,0772 135 7565,2.0,5.0,متجر ملابس,
معرض الباز - انجيكو كركوك - iNGCO Kirkuk,كركوك، كركوك محافظة,facebook.com,0770 707 6191,11.0,4.5,متجر مواد بناء, · يغلق عند الساعة ٦ م
Dxn kirkuk مركز كركوك,شارع الجمهورية، كركوك، كركوك محافظة، 36001,eworld.dxn2u.com,0773 722 7941,5.0,3.4,مركز تسوق, · يغلق عند الساعة ٧ م
Rekawt Gamer,"F98H+MX2, Kirkuk, Kirkuk Governorate",,,,,متجر أجهزة إلكترونية,
Home Istanbul,F94G+6V6، كركوك، كركوك محافظة,,,2.0,5.0,متجر سلع منزلية,
Home Istanbul,F94G+6V6، كركوك، كركوك محافظة,,,2.0,5.0,متجر سلع منزلية,
عالم التقنية,"F98H+MX2, Kirkuk, Kirkuk Governorate",,0770 230 3080,,,متجر أجهزة إلكترونية, · يغلق عند الساعة ١١ م
عالم التقنية,"F98H+MX2, Kirkuk, Kirkuk Governorate",,0770 230 3080,,,متجر أجهزة إلكترونية, · يغلق عند الساعة ١١ م
كركوك حي العروبه,"F98H+MX2, Kirkuk, Kirkuk Governorate",,,1.0,5.0,متجر,
اسواق الطاحونة,F9CF+28H، كركوك، كركوك محافظة,,0770 124 5681,19.0,3.8,متجر بقالة, · يغلق عند الساعة ١٠ م
Kurkuk,"CCP8+F5F, Kirkuk, Kirkuk Governorate",,,,,متجر هواتف جوالة,
Kurkuk,"CCP8+F5F, Kirkuk, Kirkuk Governorate",,,,,متجر هواتف جوالة,
مول زانا و توانا,"F98H+MX2, Kirkuk, Kirkuk Governorate",,,,,متجر ملابس,
Paradise Cosmetic,شارع العلوة، كركوك، كركوك محافظة، 36001,,0787 303 3586,,,متجر مستحضرات تجميل,
Paradise Cosmetic,شارع العلوة، كركوك، كركوك محافظة، 36001,,0787 303 3586,,,متجر مستحضرات تجميل,
Iraq,"F98H+MX2, Kirkuk, Kirkuk Governorate",,,3.0,5.0,سوبرماركت,
Prime Center,"Alqudos Street, Kirkuk, Kirkuk Governorate, 66001",,0780 071 5145,46.0,4.3,كافتيريا, · يفتح عند الساعة ٣ م
مول اوف كركوك,"F98H+MX2, Kirkuk, Kirkuk Governorate",,,2.0,5.0,كافيه,
مول اوف كركوك,"F98H+MX2, Kirkuk, Kirkuk Governorate",,,2.0,5.0,كافيه,
مول شبكه,"F98H+MX2, Kirkuk, Kirkuk Governorate",,,1.0,5.0,سوبرماركت,
BIRE MALL,"F98H+MX2, Kirkuk, Kirkuk Governorate",,,,,متجر ملابس,
ازياء سناريا مودا,خان الكبير، كركوك، كركوك محافظة,,,,,متجر ملابس باتيك,
مراد,"C93W+CMC, Kirkuk, Kirkuk Governorate",,,1.0,5.0,التنمية السكنية,
Oxy air perfume,كركوك، كركوك محافظة، 36001,instagram.com,0776 907 9604,,,متجر عطور,مفتوح · يغلق عند الساعة ١٠ م
ساحة الملا خلف للخزانات والبواري,"8G27+VW8, Kirkuk, Kirkuk Governorate, 36001",,0780 524 0463,,,تاجر الأجهزة الكهربائية بالجملة,
فاملی مۆڵ سلێمانی,"Baban St, Sulaymaniyah, Kurdistan",familymallsul.com,0750 114 4441,5930.0,4.4,مركز تسوق, · يغلق عند الساعة ١١ م
فاملی مۆڵ سلێمانی,"Baban St, Sulaymaniyah, Kurdistan",familymallsul.com,0750 114 4441,5930.0,4.4,مركز تسوق, · يغلق عند الساعة ١١ م
اسواق کارزان,"F98H+MX2, Kirkuk, Kirkuk Governorate",,,,,سوپر مارکت,
دكانة جواهر مول,"F98H+MX2, Kirkuk, Kirkuk Governorate",,,2.0,2.5,سوپر مارکت,
معرض ارام,"F98H+7MH, Kirkuk, Kirkuk Governorate",,0770 132 0230,3.0,3.7,متجر, · يغلق عند الساعة ١٢ ص
تموله,"F98H+MX2, Kirkuk, Kirkuk Governorate",,,,,سوبرماركت,
اسواق السدة,كركوك، كركوك محافظة,,,,,سوبرماركت,
علوه المواشي في كركوك,"F98H+MX2, Kirkuk, Kirkuk Governorate",,,,,سوق,
ماركيت الأخوين,"F98H+MX2, Kirkuk, Kirkuk Governorate",,,,,سوپر مارکت,
I Play Game Store 2,شارع القدس، كركوك، كركوك محافظة، 36001,,,,,متجر أجهزة إلكترونية,
I Play Game Store 2,شارع القدس، كركوك، كركوك محافظة، 36001,,,,,متجر أجهزة إلكترونية,
اسواق أم القرى,"F98H+MX2, Kirkuk, Kirkuk Governorate",,,2.0,4.5,سوپر مارکت, · يغلق عند الساعة ١ م
كماليات مؤيد,"F98H+MX2, Kirkuk, Kirkuk Governorate",,0770 265 6229,,,متجر ملابس,
Amazon vip,"F98H+MX2, Kirkuk, Kirkuk Governorate",,,,,متجر أجهزة إلكترونية,
Barznji Shops,"35, 471134 44.411064, Kirkuk",,0750 202 0549,,,متجر ساعات,
ماركت الأمين كركوك,مقابل مقبره سيد علاوي، كركوك، كركوك محافظة,,0770 007 0496,1.0,5.0,سوبرماركت,
ماركت الأمين كركوك,مقابل مقبره سيد علاوي، كركوك، كركوك محافظة,,0770 007 0496,1.0,5.0,سوبرماركت,
أسواق حجي لطيف,"F98H+MX2, Kirkuk, Kirkuk Governorate",,,1.0,5.0,سوبرماركت,
بەرگ دووری سروشت,"F98H+MX2, Kirkuk, Kirkuk Governorate",,,,,متجر هواتف جوالة,
اسواق علي الطائي,F98G+JQQ، Unnamed Road، كركوك، كركوك محافظة,,,3.0,3.7,سوق المنتجات الغذائية, · يغلق عند الساعة ١١:٤٥ م
مۆبایلی گراندفۆن,"F98H+MX2, Kirkuk, Kirkuk Governorate",,,,,متجر,
مرمره مودا • Marmara Moda,"F98H+MX2, Kirkuk, Kirkuk Governorate",,,,,متجر أزياء, · يغلق عند الساعة ١٠ م
كماليات فرهاد,مقابل كراج شمال، كركوك، كركوك محافظة، 36001,facebook.com,0770 135 7019,,,متجر كماليات السيارات,
كركوك فرع جامع السبعاوي,"F98H+MX2, Kirkuk, Kirkuk Governorate",,,,,متجر أجهزة إلكترونية,
رويال موتيل - Royal Motel,موتيل، شارع رويال، كركوك، 36001,facebook.com,0773 553 3937,6.0,4.0,مركز تسوق,
رويال موتيل - Royal Motel,موتيل، شارع رويال، كركوك، 36001,facebook.com,0773 553 3937,6.0,4.0,مركز تسوق,
معرض سولاف 2,"F98H+MX2, Kirkuk, Kirkuk Governorate",,,,,متجر أثاث,
اسواق عبد الرحمن,"F98H+MX2, Kirkuk, Kirkuk Governorate",,,1.0,5.0,سوبرماركت,
بغداد للاجهزة المنزلية والاوربية,F98H+MX2، شارع مدينة الالعاب، كركوك، كركوك محافظة,,,,,متجر أجهزة إلكترونية,
كركوك العراق,"F98H+MX2, Kirkuk, Kirkuk Governorate",,,,,سوپر مارکت,
اسواق جهاد,"F98H+MX2, Kirkuk, Kirkuk Governorate",,,1.0,1.0,متجر بقالة,
كركوك الحريه اسواق بهار,"F98H+MX2, Kirkuk, Kirkuk Governorate",,,,,سوبرماركت,
بشير,"F98H+MX2, Kirkuk, Kirkuk Governorate",,,5.0,4.6,مركز تسوق,
منتزه كركوك,كركوك، كركوك محافظةC95C+J9، كركوك,,,391.0,3.9,متنزه عام, · يفتح يوم الأحد عند الساعة ٣ م
منتزه كركوك,كركوك، كركوك محافظةC95C+J9، كركوك,,,391.0,3.9,متنزه عام, · يفتح يوم الأحد عند الساعة ٣ م
اسواق ريبوار,كركوك،، كركوك,,,,,سوبرماركت,
البسة داود,"F98H+MX2, Kirkuk, Kirkuk Governorate",,,,,متجر ملابس,
مجمع قهرمان,"F98H+MX2, Kirkuk, Kirkuk Governorate",,,,,متجر ملابس,
كركوك شارع شرط,شارع شرطة النجدة، كركوك، كركوك محافظة,,,,,متجر زهور,
مارکیت شارەکەم,"F98H+MX2, Kirkuk, Kirkuk Governorate",,,,,سوبرماركت,
معرض الأخوين,F98H+MPM، ساحة العمال، كركوك، كركوك محافظة,,,2.0,4.5,متجر مواد بناء,
